keluaran,1
keluarga,2
keluarganya,1
kemahasiswaan,2
kemajuan,3
kemal,2
kemampuan,11
kembali,1
kembangkan,1
kemdikbud,3
kemendikbud,22
kemenkominfo,1
kementerian,6
kemudian,2
ken,1
kendal,1
kendala,2
kenyataanya,1
kepada,14
kepala,3
kepemimpinan,1
kependidikan,2
kepentingan,1
keputusan,1
kerangka,1
keras,1
kerja,30
kerjanya,1
kerjasama,2
kertas,2
kesehatan,3
kesejahteraan,1
keselamatan,1
keseluruhan,3
kesempatan,9
kesempitan,1
kesenjangan,1
kesepian,1
kesetaraan,2
kesiapan,1
kesuksesan,3
kesulitan,3
ketentuan,1
keterampilan,16
keterlibatan,1
ketiganya,1
ketika,4
ketua,8
keuangan,1
keunggulan,1
keunikan,1
keuntungan,3
kewajaran,1
kewirausahaan,2
khayal,3
khayalan,8
khayalannya,1
khayalkan,2
khusus,12
khususnya,6
kimia,1
kini,5
kira,1
kisah,1
kisi,32
kita,38
kkg,6
kkni,1
klub,2
kodam,1
koharo,2
kok,4
kolaborasi,8
koleksi,1
kolektif,1
kolonel,1
komandan,1
komik,1
kompas,38
kompetensi,4
kompetisi,7
kompleks,1
komponen,3
komputer,6
komunikasi,11
komunitas,4
kondisi,5
koneksi,3
konferensi,1
konseling,1
konsep,2
konsisten,1
konsumen,1
konteks,2
konten,6
kontraknya,1
kontribusi,2
kontribusinya,1
koordinasi,1
koran,1
kordinator,1
korea,4
korem,1
korporasi,4
korporasimelalui,1
kosa,1
kota,4
kotoran,1
kreatif,5
kreativitas,5
kreator,1
kreatorseperti,1
krisis,1
kristanto,1
kriteria,1
kritis,2
kualifikasi,1
kualitas,9
kualitasnya,1
kuantitas,1
kuat,1
kuliah,6
kunci,4
kunjung,1
kurang,6
kurikulum,5
kurikulumnya,1
kuwait,1
laboratorium,1
lagi,8
lahan,1
lahir,3
lain,18
lainnya,5
lakukan,1
lalu,3
lama,2
laman,2
lamban,2
lampau,1
langit,1
langkah,5
langsung,8
lanjut,1
lanjutnya,1
lantaran,1
lapang,1
lapor,1
laptop,1
latar,1
latihan,3
lawan,2
layak,2
layanan,7
lb,2
lcd,1
lebarnya,1
lebih,61
lembaga,5
lengkapnya,1
lepas,1
lestari,1
lewat,4
lim,1
lima,1
lingkungan,6
listrik,1
literasi,6
logika,1
lokal,6
lokasi,4
lomba,2
lpdp,1
lsp,1
luar,11
luas,1
luki,2
lulus,1
lulusan,6
lulusannya,2
luput,1
m,2
ma,4
madrasah,1
magang,1
mahal,1
mahasiswa,46
mahir,1
maju,7
mak,4
maka,6
makanan,1
makin,1
making,2
maklum,1
malah,1
malam,2
malang,3
malaysia,5
mame,1
mampu,7
man,4
mana,7
manapun,1
mandiri,3
manfaat,4
manfaatnya,1
mantan,1
manufaktur,3
manusia,4
maret,8
marine,1
marketing,1
masa,12
masakan,1
masalah,6
masih,4
masing,8
massa,2
masuk,2
masyarakat,16
mata,4
matematika,3
materi,12
mau,6
maupun,4
mawarizkar,1
medali,13
media,5
medio,1
mei,10
meja,1
mekanik,1
mekanisme,1
melakoni,2
melaksanakan,2
melakukan,11
melalui,36
melamar,2
melamun,1
melanjutkan,3
melatih,2
melebih,2
melihat,3
melucu,1
meluncurkan,1
memahami,5
memajukan,3
memakai,1
memanfaatkan,1
memang,3
memarahi,1
memasak,1
memasuki,6
mematikan,1
membaca,15
membagikan,1
membanggakan,2
membangun,9
membantu,15
membantunya,2
membawa,1
membekali,1
membeli,3
membentuk,3
memberi,4
memberikan,30
memborong,2
membuat,17
membuka,6
membukakan,1
memburu,1
membutuhkan,1
memecahkan,2
memegang,1
memenuhi,1
memilih,1
memiliki,26
memimpin,1
memindai,2
meminta,3
mempelajari,2
mempelajarinya,1
memperbaiki,2
mempercepat,2
memperhatikan,2
memperkuat,1
memperluas,1
mempersiapkan,2
mempertahankan,1
memposisikan,1
mempraktikkan,1
mempublikasikannya,1
mempunyai,4
memuaskan,1
memulai,1
memunculkan,1
menambah,1
menambahkan,7
menampilkan,1
menanggapinya,1
menangkap,2
menanyakan,1
menarik,1
menariknya,2
mencakup,1
mencapai,4
mencapainya,1
mencari,1
mencegah,1
menceritakan,2
menciptakan,2
mencoba,1
mencuci,1
mendampingi,1
mendapat,2
mendapatkan,11
mendatang,1
mendengarkan,2
mendengarkannya,1
mendidik,1
mendikbud,17
mendikotomi,1
mendisintegrasi,1
mendorong,4
mendukung,7
menekankan,1
menelaah,1
meneliti,1
menembus,1
menempati,1
menempuh,3
menemukan,3
menengah,6
menentukan,3
menerima,3
menetapkan,4
mengabaikan,1
mengacu,2
mengadakan,2
mengadopsi,1
mengajak,2
mengajar,1
mengajukan,1
mengakses,1
mengaku,2
mengakui,1
mengalami,3
mengambil,2
menganggap,2
mengangkat,1
mengapa,1
mengaplikasikan,1
mengarahkan,1
mengasah,2
mengatakan,13
mengatasi,1
mengedepankan,1
mengejar,2
mengelilingi,1
mengembangkan,8
mengenai,3
mengenal,1
mengerjakan,2
mengerti,4
mengetahui,2
mengetengahkan,1
menggali,1
menggandakan,2
mengganggu,1
menggerakkan,1
menggunakan,10
menggunggah,1
menghabiskan,2
menghadapi,6
menghadirkan,5
menghargai,1
mengharumkan,1
menghasilkan,1
menghasilkankoleksi,1
mengidentifikasi,1
mengikuti,12
mengimplementasikan,1
menginformasikan,4
mengingat,1
mengingatkan,2
menginginkan,3
menginspirasi,2
mengintergrasikan,1
mengirimkan,3
mengisi,1
mengkhayal,2
mengkolaborasikan,1
menguasai,1
menguji,3
mengujikan,1
mengumpulkan,1
mengunduh,2
mengungkapkan,2
mengunjungi,1
menilai,1
meninggalkan,1
meningkat,2
meningkatkan,9
meningkatnya,4
meniru,2
menit,1
meniti,1
menitikberatkan,1
menjadi,37
menjadikan,1
menjadikeutamaan,1
menjalankan,1
menjawab,3
menjelaskan,6
menolak,1
menorehkan,1
mental,2
menteri,5
menu,1
menuju,1
menumbuhkan,2
menunjukan,1
menunjukkan,4
menuntun,1
menuntut,1
menurun,2
menurunya,1
menurut,11
menurutnya,2
menutup,1
menyadari,1
menyajikan,1
menyalurkan,1
menyambut,3
menyampaikan,2
menyatakan,1
menyebabkan,1
menyediakan,3
menyelenggarakan,4
menyelesaikan,1
menyenangkan,1
menyerah,1
menyertakan,1
menyesuaikan,1
menyiapkan,1
menyongsong,1
menyorot,1
menyumbangkan,2
menyusun,2
merah,1
meraih,5
meraihnya,1
merasakan,2
merata,1
meratanya,2
merchandiser,2
merebaknya,1
mereka,60
merekalah,1
merekam,2
merilis,5
merupakan,20
mesin,1
mesir,1
meski,2
metode,4
metodologi,1
mewah,1
mewarnai,1
mewujudkan,6
mewujudkannya,1
michael,1
milenial,2
miliki,2
mililter,1
mimpi,9
minat,3
minggu,3
minta,2
minuman,2
mipa,1
misalnya,1
misi,1
mitra,1
mobil,2
moch,1
model,3
modul,5
mohamad,1
mohon,1
motivator,2
motor,2
mts,5
muchtar,1
mucul,1
muda,6
mudah,4
muhadjir,5
muhammad,2
mulai,8
mulut,4
mulya,3
muncul,4
mungkin,1
murid,1
musim,1
musisi,2
mutu,2
myanmar,1
n,2
nah,2
najelaa,2
nama,2
namanya,1
nampaknya,1
namun,8
nanti,2
nantinya,1
nasional,28
nasir,1
naskah,1
negara,21
negeri,20
nikmati,1
nilai,3
nol,1
novriatama,1
ntt,1
nuansa,1
nur,1
nurwardani,1
nusantara,3
nvi,1
nyaris,1
nyucinya,1
oematan,2
oenjoyo,1
oktober,1
olahraga,3
oleh,16
oliver,1
olivia,3
oman,1
omar,1
on,1
ong,2
operasi,1
operasional,6
opini,1
opsi,1
orang,22
orangtua,4
org,2
organisasi,5
ornamen,1
oto,1
otomasi,1
p,1
pada,31
padahal,8
pagar,1
pagi,1
pahlevi,1
pakai,1
pakar,2
paket,1
palevi,2
paling,6
panas,1
pandai,1
pandang,1
pandangan,1
pandji,2
panel,1
panjang,1
panji,2
pantang,1
papar,1
papua,2
para,28
paristiyanti,2
pariwisata,1
parkir,1
part,13
partisipasi,3
partner,1
pas,2
pasar,2
pasokan,1
passion,2
pasti,1
pde,1
pedalaman,1
pedesaan,2
pedoman,5
pedp,7
pekerja,6
pekerjaan,12
pekerjaannya,1
pelajar,3
pelajaran,12
pelajarannya,1
pelakat,2
pelaksana,2
pelaksanaan,12
pelaku,2
pelatih,1
pelatihan,12
pelenggara,1
pelosok,6
peluang,6
pemahaman,4
pemanfaatan,1
pemangku,1
pemantauan,1
pembangunan,6
pembekalan,2
pembelajaran,9
pembelian,1
pemberian,4
pemberitaan,1
pembiayaan,3
pembicara,3
pembina,2
pembinaan,4
pembuat,1
pembuatan,2
pembukaan,1
pemenang,1
pemerataan,3
pemerhati,1
pemerintah,6
pemerintahannya,1
pemikiran,1
pemimpin,1
pemindaian,8
pemniayaan,1
pemodalan,1
pemuda,3
penanggulangan,1
pencucian,1
pendalaman,1
pendanaan,1
pendekatan,2
pendidikan,66
pendiri,2
penduduk,4
pendukung,2
peneliti,3
penelitian,2
penemuan,2
penerapan,1
penerima,1
pengajar,2
pengajaran,2
pengakuan,2
pengalaman,19
pengalamannya,2
pengamatan,1
pengaruh,2
pengawas,2
pengawasan,1
pengelolaan,1
pengembangan,6
pengetahuan,5
penggunaannya,1
penghargaan,1
penghasilan,1
pengiriman,7
pengkhayal,1
pengoperasian,1
penguasaan,2
pengumpulan,2
pengumuman,3
pengurus,1
penilaian,1
peningkatan,7
peniru,1
penjurian,1
pensil,2
penting,15
pentingnya,2
penugasan,1
penuh,2
penulis,2
penyandang,4
penyeberangan,2
penyedia,1
penyediaan,1
penyelenggara,3
penyelenggaraan,2
penyelenggaran,2
penyempurnaan,1
penyerahan,2
per,8
peraih,5
perak,4
peralatan,1
peran,1
peranan,1
perangkat,6
perasaan,1
peraturan,1
perbaikan,2
percaya,2
perekonomian,2
perencanaan,1
pergaulan,1
pergi,1
perguruan,9
perhatian,2
perihal,1
perikanan,1
perilaku,1
peringkat,2
peripheral,1
perjam,1
perkembangan,3
perkotaan,2
perkuliahan,1
perlombaan,1
perlu,8
perlunya,1
permasalahan,2
permintaan,1
permit,1
pernah,6
perpecahan,1
pers,1
persaingan,1
persaudaraan,1
persen,7
persentase,1
perserta,1
persiapan,6
persiapannya,1
persoalan,2
perspektif,1
pertama,13
pertamanya,1
pertanian,3
pertanyaan,1
pertemuan,1
pertumbuhan,2
perubahan,3
perusahaan,7
perwakilan,4
pesan,5
pesantren,1
pesatnya,1
peserta,10
petani,1
petugas,1
pgri,1
phd,1
pihak,4
pikir,1
pikiran,1
pilar,1
pilih,1
pilihan,5
pimpinan,1
ping,1
pinggiran,1
piring,5
piringnya,1
pk,72
pklk,1
pohon,1
poin,1
pola,1
politeknik,18
polusi,1
pondasi,1
pondok,1
populasi,1
populer,1
portal,1
pos,6
positif,8
potensi,4
pr,1
pragiwakso,1
pragiwaksono,1
praktik,2
praktisi,2
prasetiya,3
prasmul,4
presentasi,2
presiden,7
prestasi,3
pribadi,3
prioritas,1
prodi,5
produktif,2
prof,6
profesi,8
profesional,7
profesor,1
program,34
proses,3
provinsi,7
proyek,2
proyektor,1
psikologi,1
pt,3
ptn,1
pts,1
publik,5
pula,5
pulang,1
pun,7
pungkasnya,2
punya,1
purboyo,2
purna,1
purnama,1
pusat,6
puspendik,1
put,2
putra,1
putus,1
qr,2
quantum,1
rabu,5
radio,1
radya,1
ragam,2
rahmat,1
rahmawati,2
raih,1
ramah,1
ramai,1
rangkaian,2
rasa,2
rasakan,1
rasanya,1
ratusan,3
raya,1
redaktur,1
refrigeration,1
regional,1
regulasi,1
rekam,1
rekaman,1
rekognisi,1
rekomendasi,1
rektor,2
relawan,7
relevansi,1
relevansinya,1
remaja,1
rencana,1
rencananya,2
rendah,2
rendahnya,2
rentang,2
reserve,1
resmi,7
respon,3
restoran,4
revolusi,7
rhenald,2
rhesa,2
ri,4
ribu,1
rilis,2
rimba,1
riset,3
robinson,1
robot,6
robotik,1
robotika,6
rokok,2
rosi,3
rosiana,2
rp,4
rpl,1
ruang,3
rukmana,1
rullyana,1
rumah,6
rungu,1
rusia,1
rutin,1
s,1
saarni,1
saat,30
sabtu,10
sadar,1
sadari,1
sahabat,1
saing,2
sains,4
saja,8
salafiyah,1
salah,20
sama,15
sambil,1
sambilan,17
sambutan,2
sampah,4
sampai,4
samuel,2
sangat,23
sangatlah,2
sanjaya,1
saphira,2
sarjana,1
satu,18
satubuah,1
satunya,10
saudi,1
saya,34
sayangnya,1
sd,5
sdm,2
seameo,1
sebab,6
sebagai,23
sebagian,3
sebaliknya,1
sebanyak,5
sebelum,2
sebenarnya,1
seberapa,1
sebesar,5
sebetulnya,2
sebuah,4
sebulan,3
secara,14
sedang,3
sedangkan,10
sederajat,8
sederhana,1
sedikit,2
sedikitnya,1
segala,2
segera,1
sehari,1
sehat,1
sehingga,15
sejak,3
sejalan,2
sejauh,2
sejumlah,1
sejuta,1
sekadar,1
sekali,4
sekaligus,2
sekarang,1
sekda,1
sekitar,7
sekitarnya,1
sekolah,42
sekretaris,1
sektor,4
selain,10
selaku,3
selalu,4
selama,6
selamat,1
selangkah,1
selanjutnya,2
selasa,13
selatan,5
selebar,1
selesai,3
seluruh,10
semakin,8
semangat,4
sementara,4
semester,1
seminar,1
semoga,1
sempat,1
semua,17
semuanya,2
senada,3
senang,5
sendiri,12
seni,3
senin,16
sentimen,1
seorang,1
sepak,1
sepakat,2
sepanjang,1
sepantasnya,1
sepeda,1
seperti,23
seputar,1
serang,1
serba,2
serikat,1
sering,1
seringkali,1
serius,3
serta,17
sertifikasi,12
sertifikat,1
serupa,1
sesaat,1
sesama,1
seseorang,8
sesi,14
sesuai,11
sesuatu,1
sesudah,1
setara,1
setelah,3
setempat,1
setengah,1
setiap,8
shihab,2
siap,5
sibuk,1
signifikan,1
sih,4
silalahi,2
simandjuntak,1
simbol,2
simposium,4
singapura,2
singkatnya,1
sini,2
sinilah,1
sinkronisasi,5
sipil,1
sisa,1
sisi,1
sistem,7
siswa,21
situ,1
situlah,1
skala,1
sketsa,1
skor,1
sma,11
smk,15
smkn,7
smp,10
smsg,3
soal,6
soekarno,1
solusi,3
sonoma,1
sosial,2
sosialisasi,1
spesifik,2
sponsor,1
staf,1
standar,11
statistik,3
status,1
stem,1
strata,1
strategi,3
strategis,1
stres,1
studi,7
suaranya,1
suatu,4
sub,1
sudah,13
sudjati,6
sudut,1
suka,3
sukarela,1
sukohardjo,1
sukses,3
sulit,2
sumber,6
supaya,2
suplai,3
surabaya,2
surakarta,1
surat,2
survei,7
suryadi,4
susah,3
susulan,7
swasta,8
t,8
tahu,2
tahun,38
taiwan,1
tak,14
taktis,1
takut,2
taman,5
tambah,3
tambahan,3
tambahnya,5
tamunya,1
tanah,1
tanda,2
tangan,1
tangerang,2
tanggal,4
tanggapan,1
tangguh,1
tanggung,2
tanggungjawab,1
tangkap,1
tanpa,5
tantang,1
tantangan,7
tanya,2
tapi,10
target,3
tarumanagara,1
tata,1
tatjana,2
tautan,4
tegas,1
tegasnya,2
tekanan,1
teknik,5
teknis,3
teknisi,1
teknogi,1
teknologi,24
telah,22
televisi,1
teliti,1
tema,2
teman,7
tempat,9
tempatku,1
temu,1
tenaga,4
tenant,1
tengah,2
tentang,8
tentu,1
tentunya,4
teori,1
teradinya,1
terakhir,4
terampil,1
terang,5
terapan,1
terasa,1
terbagi,13
terbaik,3
terbang,1
terbanyak,1
terbatas,1
terbesar,1
terbuka,7
tercatat,2
terdaftar,2
terdapat,4
terdengar,1
terdepan,1
terdiri,4
terendah,1
tergantung,4
terhadap,11
terhenti,1
terhindar,1
terhubung,3
terima,1
terintegrasi,2
terisolasi,1
terjadi,5
terjangkau,1
terjun,1
terkait,4
terkecuali,1
terkini,1
terkurung,1
terlatih,1
terlebih,1
terlibat,4
terlihat,2
termasuk,8
ternyata,1
terpapar,2
terpencil,3
terpilih,2
tersebar,4
tersebut,27
tersendiri,2
tersentuh,1
terstruktur,2
tertarik,1
tertentu,1
tertinggal,2
tertinggi,1
teruji,1
terundur,1
terus,8
terutama,4
terwujud,1
terwujudnya,1
tes,1
tesnya,1
test,1
tetapi,5
tetep,1
thailand,1
tian,1
tiap,2
tiba,1
tidak,47
tidaklah,1
tiga,3
tik,14
tim,8
time,13
tindakan,1
tinggal,1
tinggi,24
tingginya,1
tingkat,5
titik,2
titipkan,1
tk,1
tokoh,2
toleransi,1
tompi,2
topik,1
total,7
transformasi,2
tri,1
tua,6
tuanya,2
tugas,2
tujuan,3
tuk,1
tulis,2
tulus,2
tumbuh,1
tuna,3
tunarungu,1
tunjukan,1
tuntutan,1
turut,3
tutup,3
tutur,7
tv,3
u,236
uang,10
ubah,1
ucap,4
ucapkan,1
ui,5
ujar,14
ujarnya,3
uji,3
ujian,16
ujin,1
uk,1
ukuran,1
ulung,1
umum,8
umumnya,2
umur,1
un,53
unbk,5
unesco,4
unggul,1
unggulan,4
ungkap,2
ungkapan,1
uni,2
unik,1
unikom,1
unit,1
universal,2
universitas,10
unkp,4
untar,5
untuk,116
upaya,4
urban,3
urus,1
urusan,1
usaha,2
usai,1
usbn,13
usia,5
uso,2
utama,1
utara,1
video,4
vidi,2
vietnam,1
visi,1
vokasi,5
vokom,3
